,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Assay Type,Assay Description,Assay Organism,Assay Variant Mutation,Target Name,Target Organism,Document Journal,pChEMBL,Canonical_Smiles
5331,CHEMBL3233463,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O[Si](OC(C)C)(OC(C)C)OC(C)C)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,'=',4.2,nM,8.38,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.3767507096021,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O[Si](OC(C)C)(OC(C)C)OC(C)C)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
6197,CHEMBL451887,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,IC50,'=',4.4,nM,8.36,,F,Cytotoxicity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.356547323513812,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
8726,CHEMBL1210674,O=C(CN1CCN(c2nnc(Cc3ccncc3)c3ccccc23)CC1)Nc1cccc(F)c1,IC50,'=',4.4,nM,8.36,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.356547323513812,O=C(CN1CCN(c2nnc(Cc3ccncc3)c3ccccc23)CC1)Nc1cccc(F)c1
11336,CHEMBL4473254,CCOc1ccc(-c2c[nH]nc2-c2cc(OC)c(OC)c(OC)c2)cc1,IC50,'=',4.5,nM,8.35,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.346787486224656,CCOc1ccc(-c2c[nH]nc2-c2cc(OC)c(OC)c(OC)c2)cc1
13728,CHEMBL4104847,C[C@]12CC[C@H](OC(=O)[C@@H](N)Cc3c[nH]c4ccccc34)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C(=O)[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O,IC50,'=',4.81,nM,8.32,,F,Antiproliferative activity against FAP-alpha deficient human MDA-MB-231 cells incubated for 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.317854923626168,C[C@]12CC[C@H](OC(=O)[C@@H](N)Cc3c[nH]c4ccccc34)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C(=O)[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O
6876,CHEMBL4076686,C[Se]c1ccc(N(C)c2nc(C)nc3ccccc23)cc1F,IC50,'=',5.0,nM,8.3,,F,Growth inhibition of human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.301029995663981,C[Se]c1ccc(N(C)c2nc(C)nc3ccccc23)cc1F
3575,CHEMBL98745,O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(c(O)c21)OCO3,IC50,'=',5.0,nM,8.3,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.301029995663981,O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(c(O)c21)OCO3
16427,CHEMBL4780811,COc1ccc([C@H]2[C@H](CI)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O,IC50,'=',5.0,nM,8.3,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.301029995663981,COc1ccc([C@H]2[C@H](CI)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O
13575,CHEMBL4789522,COc1ccc([C@H]2[C@H](CBr)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O,IC50,'=',6.0,nM,8.22,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.221848749616356,COc1ccc([C@H]2[C@H](CBr)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O
13614,CHEMBL4437037,C=C(c1ccc2c(ccn2CO)c1)c1cc(C)nc2ccccc12,IC50,'=',6.0,nM,8.22,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.221848749616356,C=C(c1ccc2c(ccn2CO)c1)c1cc(C)nc2ccccc12
14099,CHEMBL4092284,Cc1nc(N(C)c2ccc([Se]C#N)c(F)c2)c2ccccc2n1,IC50,'=',6.0,nM,8.22,,F,Growth inhibition of human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.221848749616356,Cc1nc(N(C)c2ccc([Se]C#N)c(F)c2)c2ccccc2n1
7409,CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,IC50,'=',6.0,nM,8.22,,F,"Inhibitory activity against MDA-231 cell line using MTT assay (ER-,EGFR+,mutant p53)",Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.221848749616356,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
7113,CHEMBL4174318,Cc1c(Cc2ccccc2)c(=O)oc2cc(OCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)ccc12,IC50,'=',6.0,nM,8.22,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,ACS Med Chem Lett,8.221848749616356,Cc1c(Cc2ccccc2)c(=O)oc2cc(OCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)ccc12
13735,CHEMBL1210606,Cc1ccc(F)cc1NC(=O)CN1CCN(c2nnc(Cc3ccncc3)c3ccccc23)CC1,IC50,'=',6.4,nM,8.19,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.193820026016112,Cc1ccc(F)cc1NC(=O)CN1CCN(c2nnc(Cc3ccncc3)c3ccccc23)CC1
11664,CHEMBL4176942,COc1ccc(N(C)c2cc(C)nc3ccccc23)cc1NC(=O)CCl,IC50,'=',6.6,nM,8.18,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.18045606445813,COc1ccc(N(C)c2cc(C)nc3ccccc23)cc1NC(=O)CCl
12808,CHEMBL4168350,COc1ccc(N(C)c2cc(C)nc3ccccc23)cc1,IC50,'=',6.6,nM,8.18,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.18045606445813,COc1ccc(N(C)c2cc(C)nc3ccccc23)cc1
17240,CHEMBL4462400,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cnc3ccccc3n2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2C[Se]C[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cnc3ccccc3n1)COC(=O)[C@H](C(C)C)N(C)C2=O,IC50,'=',6.8,nM,8.17,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.167491087293763,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cnc3ccccc3n2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2C[Se]C[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cnc3ccccc3n1)COC(=O)[C@H](C(C)C)N(C)C2=O
9100,CHEMBL4464909,CCOc1ccc(-c2c[nH]nc2-c2cc(OC)c(OC)c(OC)c2)cc1Cl,IC50,'=',6.9,nM,8.16,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.161150909262744,CCOc1ccc(-c2c[nH]nc2-c2cc(OC)c(OC)c(OC)c2)cc1Cl
16850,CHEMBL3601750,COc1ccc(/C=C2\CCCC(C(=O)c3ccccc3)=C2O)c(OC)c1OC,IC50,'=',7.0,nM,8.15,,F,Potentiation of paclitaxel-induced cytotoxicity against human MDA-MB-231 cells expressing TLR4 assessed as growth inhibition by measuring PTX IC50 at 10 uM pretreated with compound for 24 hrs followed by PTX challenge measured after 72 hrs by MTT assay (Rvb = 0.027 +/- 0.012 microM),Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,8.154901959985743,COc1ccc(/C=C2\CCCC(C(=O)c3ccccc3)=C2O)c(OC)c1OC
3366,CHEMBL3233462,CCCCCCCCO[Si](OCCCCCCCC)(OCCCCCCCC)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](NC(=O)c1ccccc1)c1ccccc1,IC50,'=',7.0,nM,8.15,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.154901959985743,CCCCCCCCO[Si](OCCCCCCCC)(OCCCCCCCC)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](NC(=O)c1ccccc1)c1ccccc1
10687,CHEMBL4101493,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N1CCC[C@H]1B(O)O,IC50,'=',7.0,nM,8.15,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,8.154901959985743,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N1CCC[C@H]1B(O)O
7397,CHEMBL4070783,C[Se]c1ccc(N(C)c2nc(C)nc3ccccc23)cc1C,IC50,'=',7.0,nM,8.15,,F,Growth inhibition of human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.154901959985743,C[Se]c1ccc(N(C)c2nc(C)nc3ccccc23)cc1C
9161,CHEMBL4083184,C[Se]c1ccc(N(C)c2nc(C)nc3ccccc23)cc1Cl,IC50,'=',7.0,nM,8.15,,F,Growth inhibition of human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.154901959985743,C[Se]c1ccc(N(C)c2nc(C)nc3ccccc23)cc1Cl
4560,CHEMBL4203439,CC[C@H](C)[C@H]1C(=O)N[C@H](Cc2cc(Cl)c(O)c(Cl)c2)C(=O)N[C@@H](C(C)(C)O)C(=O)O[C@H](c2ccccc2)[C@H](C)/C=C/C=C(\C)[C@H](OC)C[C@@H]2O[C@@]2(C)C(=O)N1C,IC50,'=',7.5,nM,8.12,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.1249387366083,CC[C@H](C)[C@H]1C(=O)N[C@H](Cc2cc(Cl)c(O)c(Cl)c2)C(=O)N[C@@H](C(C)(C)O)C(=O)O[C@H](c2ccccc2)[C@H](C)/C=C/C=C(\C)[C@H](OC)C[C@@H]2O[C@@]2(C)C(=O)N1C
9489,CHEMBL492399,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1,IC50,'=',8.0,nM,8.1,,F,Antiproliferative activity against human MDA-MB-231 cells incubated for 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,8.096910013008056,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1
7062,CHEMBL4789474,COC[C@@H]1C(=O)N(c2cc(OC)c(OC)c(OC)c2)[C@H]1c1ccc(OC)c(O)c1,IC50,'=',8.0,nM,8.1,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.096910013008056,COC[C@@H]1C(=O)N(c2cc(OC)c(OC)c(OC)c2)[C@H]1c1ccc(OC)c(O)c1
15677,CHEMBL4472465,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cnc3ccccc3n2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cnc3ccccc3n1)COC(=O)[C@H](C(C)C)N(C)C2=O,IC50,'=',8.0,nM,8.1,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.096910013008056,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cnc3ccccc3n2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cnc3ccccc3n1)COC(=O)[C@H](C(C)C)N(C)C2=O
11937,CHEMBL3233461,CCO[Si](OCC)(OCC)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](NC(=O)c1ccccc1)c1ccccc1,IC50,'=',8.3,nM,8.08,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.080921907623926,CCO[Si](OCC)(OCC)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](NC(=O)c1ccccc1)c1ccccc1
3015,CHEMBL378544,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,IC50,'=',8.3,nM,8.08,,F,Cytotoxicity against human MDA-MB-231 cells assessed as growth inhibition after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.080921907623926,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O
8802,CHEMBL498271,C=C(c1ccc(OC)c(O)c1)c1cc(OC)c(OC)c(OC)c1,IC50,'=',8.5,nM,8.07,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.070581074285707,C=C(c1ccc(OC)c(O)c1)c1cc(OC)c(OC)c(OC)c1
7968,CHEMBL4524533,COc1ccc(-c2c[nH]nc2-c2cc(OC)c(OC)c(OC)c2)cc1,IC50,'=',8.6,nM,8.07,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.065501548756432,COc1ccc(-c2c[nH]nc2-c2cc(OC)c(OC)c(OC)c2)cc1
9537,CHEMBL4090977,[2H]C([2H])([2H])c1nc(N(C)c2ccc([Se]C)cc2)c2ccccc2n1,IC50,'=',9.0,nM,8.05,,F,Growth inhibition of human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.045757490560675,[2H]C([2H])([2H])c1nc(N(C)c2ccc([Se]C)cc2)c2ccccc2n1
10821,CHEMBL4474171,C=C(c1ccc2c(ccn2C)c1)c1cc(C)nc2ccccc12,IC50,'=',9.0,nM,8.05,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.045757490560675,C=C(c1ccc2c(ccn2C)c1)c1cc(C)nc2ccccc12
12926,CHEMBL4789115,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C#Cc1nn([C@H]2CC[C@H](O)CC2)c2ncnc(N)c12,IC50,'=',9.0,nM,8.05,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.045757490560675,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C#Cc1nn([C@H]2CC[C@H](O)CC2)c2ncnc(N)c12
13654,CHEMBL4799744,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C#Cc1nn(CC2CCN(C)C2)c2ncnc(N)c12,IC50,'=',9.0,nM,8.05,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.045757490560675,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C#Cc1nn(CC2CCN(C)C2)c2ncnc(N)c12
15961,CHEMBL4794967,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1nn(C2CCN(C)CC2)c2ncnc(N)c12,IC50,'=',9.0,nM,8.05,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.045757490560675,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1nn(C2CCN(C)CC2)c2ncnc(N)c12
10076,CHEMBL4064599,Cc1nc(N(C)c2ccc([Se]C#N)c(Cl)c2)c2ccccc2n1,IC50,'=',9.0,nM,8.05,,F,Growth inhibition of human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.045757490560675,Cc1nc(N(C)c2ccc([Se]C#N)c(Cl)c2)c2ccccc2n1
5691,CHEMBL4172460,COc1ccc(N(C)c2cc(C)nc3ccccc23)cc1NC(C)=O,IC50,'=',9.1,nM,8.04,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.040958607678906,COc1ccc(N(C)c2cc(C)nc3ccccc23)cc1NC(C)=O
9112,CHEMBL4176614,CSc1ccc(N(C)c2cc(C)nc3ccccc23)cc1N,IC50,'=',9.5,nM,8.02,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.022276394711152,CSc1ccc(N(C)c2cc(C)nc3ccccc23)cc1N
17115,CHEMBL5092782,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(=O)O)NC(=O)CCC(=O)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](NC(=O)c1ccccc1)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O,IC50,'=',9.5,nM,8.02,,F,Antiproliferative activity against ACE-positive human MDA-MB-231 cells incubated for 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.022276394711152,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(=O)O)NC(=O)CCC(=O)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](NC(=O)c1ccccc1)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O
3797,CHEMBL3233474,CCCCCCCCO[Si](OCCCCCCCC)(OCCCCCCCC)O[C@@H](C(=O)C[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)[C@@H](NC(=O)OC(C)(C)C)c1ccccc1,IC50,'=',9.7,nM,8.01,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.013228265733755,CCCCCCCCO[Si](OCCCCCCCC)(OCCCCCCCC)O[C@@H](C(=O)C[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)[C@@H](NC(=O)OC(C)(C)C)c1ccccc1
2096,CHEMBL1242958,COc1cc(C(=O)c2ccc(-c3csc(N)n3)cc2-n2cncn2)cc(OC)c1OC,IC50,'=',9.8,nM,8.01,,F,Antiproliferative activity against P-gp expressing multidrug-resistant human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,8.008773924307505,COc1cc(C(=O)c2ccc(-c3csc(N)n3)cc2-n2cncn2)cc(OC)c1OC
15913,CHEMBL4098712,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1[Se]C,IC50,'=',10.0,nM,8.0,,F,Growth inhibition of human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.0,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1[Se]C
8540,CHEMBL3735012,CCCCCC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]1CC2[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)[C@H]3OC(C)(C)O[C@@H]3C(=C1C)C2(C)C,IC50,'=',10.0,nM,8.0,,F,Cytotoxicity against human MDA-MB-231 cells incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.0,CCCCCC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]1CC2[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)[C@H]3OC(C)(C)O[C@@H]3C(=C1C)C2(C)C
16385,CHEMBL381345,Nc1ccc(-c2cn(-c3ccc(OC(F)(F)F)cc3)nn2)cc1,IC50,'>',10.0,nM,,,F,Cytotoxicity against breast cancer MDA-MB-231 cell line by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.0,Nc1ccc(-c2cn(-c3ccc(OC(F)(F)F)cc3)nn2)cc1
9744,CHEMBL4285810,COc1ccc([C@H]2[C@H](Br)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O,IC50,'=',10.0,nM,8.0,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,8.0,COc1ccc([C@H]2[C@H](Br)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O
13655,CHEMBL4794299,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C#Cc1nn(C[C@H](C)CO)c2ncnc(N)c12,IC50,'=',10.0,nM,8.0,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,8.0,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C#Cc1nn(C[C@H](C)CO)c2ncnc(N)c12
11534,CHEMBL4442113,COc1cc(-c2n[nH]cc2-c2ccc(C)cc2)cc(OC)c1OC,IC50,'=',10.6,nM,7.97,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,7.97469413473523,COc1cc(-c2n[nH]cc2-c2ccc(C)cc2)cc(OC)c1OC
8774,CHEMBL3426225,CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21,IC50,'=',11.0,nM,7.96,,F,Cytotoxicity against human MDA-MB-231 cells assessed as cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,7.958607314841775,CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21
